Precio (ARS),Marca,Modelo,Versión,Año,KM,Color,Combustible,Puertas,Transmisión,Motor,Carrocería,Ubicación
30689000,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
26897000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Esteban Echeverría - Bs.As. G.B.A. Sur
30689000,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,San Isidro - Bs.As. G.B.A. Norte
19800000,Chevrolet,Onix,1.0 Lt,2024,1000,Blanco,Nafta,5,Manual,1.0,Hatchback,Malvinas Argentinas - Bs.As. G.B.A. Norte
28291000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Avellaneda - Bs.As. G.B.A. Sur
19000000,Chevrolet,Onix,1.0 Lt,2024,1000,Blanco,Nafta,5,Manual,1.0,Hatchback,Pilar - Bs.As. G.B.A. Norte
22055000,Chevrolet,Onix,1.0 Lt,2024,1000,Blanco,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal
30852000,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Rojo,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
22055000,Chevrolet,Onix,1.0 Lt,2024,1000,Blanco,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal
32728000,Chevrolet,Tracker,1.2 Rs At6,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
30500000,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Rojo,Nafta,5,Automática,1.2,SUV,Escobar - Bs.As. G.B.A. Norte
28291000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
28291000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Vicente López - Bs.As. G.B.A. Norte
30852000,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
65999000,Chevrolet,Trailblazer,Chevrolet Trailblazer Premier 2.8 Diesel Turbo Automático Awd,2024,1000,Plateado,Diésel,4,Automática,Motor 2.8 turbo diesel,SUV,Lanús - Bs.As. G.B.A. Sur
28700000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
28770000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
4960000,Fiat,Cronos,1.3 Gse Drive,2025,500,Gris,Nafta,4,Manual,1.3,Sedán,Ezeiza - Bs.As. G.B.A. Sur
22279409,Chevrolet,Onix,1.0 Lt,2024,1000,Blanco,Nafta,5,Manual,1.0,Hatchback,Escobar - Bs.As. G.B.A. Norte
22279409,Chevrolet,Onix,1.0 Lt,2024,1000,Plateado,Nafta,5,Manual,1.0,Hatchback,San Isidro - Bs.As. G.B.A. Norte
19900000,Chevrolet,Onix,1.0 Lt,2024,1000,Blanco,Nafta,5,Manual,1.0,Hatchback,Escobar - Bs.As. G.B.A. Norte
65999000,Chevrolet,Trailblazer,Chevrolet Trailblazer Premier 2.8 Diesel Turbo Automático Awd,2024,1000,Plateado,Diésel,4,Automática,Motor 2.8 turbo diesel,SUV,Hurlingham - Bs.As. G.B.A. Oeste
22279409,Chevrolet,Onix,1.0 Lt,2024,1000,Blanco,Nafta,5,Manual,1.0,Hatchback,Escobar - Bs.As. G.B.A. Norte
24100000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
23950000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Escobar - Bs.As. G.B.A. Norte
66254000,Chevrolet,Trailblazer,Chevrolet Trailblazer Premier 2.8 Diesel Turbo Automático Awd,2024,1000,Plateado,Diésel,4,Automática,Motor 2.8 turbo diesel,SUV,Capital Federal - Capital Federal
22278000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Hurlingham - Bs.As. G.B.A. Oeste
22278000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Cañuelas - Buenos Aires Interior
22278000,Chevrolet,Onix,1.0 Lt,2024,1000,Plateado,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal
26897000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
30852000,Chevrolet,Tracker,1.2 Turbo Ltz At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
28937489,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
28937489,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
26910870,Chevrolet,Onix,1.0 Turbo Premier Ii At,2024,1000,Plateado,Nafta,5,Automática,1.0,Hatchback,Capital Federal - Capital Federal
30950000,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur
86745000,Chevrolet,Silverado,5.3 V8 High Country,2024,1000,Gris,Nafta,4,Automática,5.3,Pick-Up,Tigre - Bs.As. G.B.A. Norte
31900000,Chevrolet,Montana,Chevrolet Pick-Up Montana Premier 1.2 nafta Turbo Automática,2024,1000,Azul,Nafta,4,Automática,motor naftero 1.2 turbo 132 CV 190 Nm,Pick-Up,Mar Del Plata - Bs.As. Costa Atlántica
21700000,Chevrolet,Onix,1.0 Lt,2024,1000,Rojo,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal
25109000,Chevrolet,Onix,1.0 Lt,2024,1000,Rojo,Nafta,5,Manual,1.0,Hatchback,Lomas De Zamora - Bs.As. G.B.A. Sur
50774000,Chevrolet,S10,2.8 High Country Cd Tdci 200cv,2024,1000,Blanco,Diésel,4,Manual,2.8,Pick-Up,Lomas De Zamora - Bs.As. G.B.A. Sur
32970000,Chevrolet,Tracker,1.2 Rs At6,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur
28899999,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Rojo,Nafta,5,Automática,1.2,SUV,Avellaneda - Bs.As. G.B.A. Sur
34200000,Chevrolet,Tracker,1.2 Premier Turbo At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,San Isidro - Bs.As. G.B.A. Norte
31560000,Chevrolet,Spin,1.8 Activ 7As At,2024,1000,Plateado,Nafta,5,Automática,1.8,Monovolumen,Lomas De Zamora - Bs.As. G.B.A. Sur
32550000,Chevrolet,Tracker,1.2 Rs At6,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
30700000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur
32000000,Jeep,Renegade,1.8 Longitude At6,2022,49000,Gris,Nafta,5,Automática,1.8,SUV,Capital Federal - Capital Federal
59060000,Chevrolet,S10,2.8 High Country Cd Tdci 200cv,2024,1000,Negro,Diésel,4,Manual,2.8,Pick-Up,Beccar - Bs.As. G.B.A. Norte
61386000,Chevrolet,S10,2.8 High Country Cd Tdci 200cv,2024,1000,Plateado,Diésel,4,Manual,2.8,Pick-Up,Neuquén - Neuquén
104775000,Chevrolet,Silverado,5.3 V8 High Country,2024,1000,Blanco,Nafta,4,Automática,5.3,Pick-Up,Tigre - Bs.As. G.B.A. Norte
26500000,Chevrolet,Onix,1.0 Turbo Premier Ii At,2024,1000,Plateado,Nafta,5,Automática,1.0,Hatchback,Lanús - Bs.As. G.B.A. Sur
35800000,Chevrolet,Tracker,1.2 Premier Turbo At,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Caseros - Bs.As. G.B.A. Oeste
62300000,Chevrolet,S10,2.8 High Country Cd Tdci 200cv,2024,1000,Gris,Diésel,4,Manual,2.8,Pick-Up,San Isidro - Bs.As. G.B.A. Norte
35600000,Chevrolet,Spin,1.8 Activ 7As At,2024,1000,Gris,Nafta,5,Automática,1.8,Monovolumen,Capital Federal - Capital Federal
22060000,Chevrolet,Onix,1.0 Lt,2024,1000,Rojo,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal
31040000,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Plateado,Nafta,5,Automática,1.2,SUV,Beccar - Bs.As. G.B.A. Norte
31090000,Chevrolet,Tracker,1.2 Ltz Turbo At,2024,1000,Plateado,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
28835000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
28920000,Chevrolet,Tracker,1.2 Turbo Mt,2024,1000,Blanco,Nafta,5,Manual,1.2,SUV,Avellaneda - Bs.As. G.B.A. Sur
28995000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Almirante Brown - Bs.As. G.B.A. Sur
29426000,Chevrolet,Montana,1.2 Ltz At,2024,1000,Negro,Nafta,4,Automática,motor naftero 1.2 turbo 132 CV 190 Nm,Pick-Up,Azul - Buenos Aires Interior
32970000,Chevrolet,Tracker,1.2 Rs At6,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal
33850000,Chevrolet,Montana,1.2 T Premier At,2024,1000,Gris,Nafta,4,Automática,1.2,Pick-Up,Capital Federal - Capital Federal
59758000,Chevrolet,S10,2.8 High Country Cd Tdci 200cv,2025,500,Blanco,Diésel,4,Automática,2.8,Pick-Up,Capital Federal - Capital Federal
15500000,Ford,Ecosport,1.6 Titanium 110cv 4x2,2013,110000,Plateado,Nafta,5,Manual,1.6,SUV,San Isidro - Bs.As. G.B.A. Norte
11500000,Fiat,Grand Siena,1.6 Essence 115cv,2015,156807,Gris,Nafta,4,Manual,1.6,Sedán,Capital Federal - Capital Federal
28259900,Renault,Kangoo Ii Express,1.6 Sce Emotion 5A,2025,2500,Blanco,Nafta,5,Manual,1.6,Furgón,Almirante Brown - Bs.As. G.B.A. Sur
14500000,Volkswagen,Gol Trend,1.6 Serie 101cv,2018,68958,Gris,Nafta,3,Manual,1.6,Hatchback,Capital Federal - Capital Federal
15800000,Fiat,Strada,1.6 Adventure Cd Pack Top,2018,118385,Blanco,Nafta,3,Manual,1.6,Pick-Up,Capital Federal - Capital Federal
40300000,Jeep,Grand Cherokee,3.6 Overland 286hp At,2014,112000,Verde,Nafta,5,Automática,3.6,SUV,Capital Federal - Capital Federal
40000000,BMW,X1,2.0 Sdrive 20i Sportline 192cv,2017,82000,Negro,Nafta,5,Manual,2.0,SUV,Capital Federal - Capital Federal
32900000,Toyota,Corolla,2.0 Seg Cvt 170cv,2021,53000,Blanco,Nafta,4,Automática,2.0,Sedán,Capital Federal - Capital Federal
17900000,Citroën,C3,1.6 Vti 115 Feel,2020,16000,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal
5828000,Peugeot,206,1.9 Xrd Premium,2008,96000,Gris,Diésel,5,Manual,1.9,Hatchback,Vicente López - Bs.As. G.B.A. Norte
20956000,Honda,CR-V,2.4 Lx 2wd 185cv At,2013,149000,Gris,Nafta,5,Automática,2.4,SUV,San Isidro - Bs.As. G.B.A. Norte
15996000,Volkswagen,Vento,2.5 Luxury 170cv Tiptronic,2013,109000,Dorado,Nafta,4,Automática,2.5,Sedán,San Isidro - Bs.As. G.B.A. Norte
26000000,Peugeot,2008,1.0T Gt,2025,1111,Blanco,Nafta,5,Automática,1.0,SUV,La Matanza - Bs.As. G.B.A. Oeste
22816000,Peugeot,208,1.6 Allure Pack,2023,25000,Blanco,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte
9672000,Peugeot,408,1.6 Active 115cv,2017,87000,Gris,Nafta,4,Manual,1.6,Sedán,Vicente López - Bs.As. G.B.A. Norte
21328000,Renault,Sandero Stepway,1.6 16v Intense,2020,42000,Blanco,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte
15128000,Renault,Duster,2.0 4x2 Luxe Nav 138cv,2014,120000,Negro,Nafta,5,Manual,2.0,SUV,San Isidro - Bs.As. G.B.A. Norte
86180000,BMW,Serie 3,2.0 330E Sedan Sportline,2024,17500,Gris,Híbrido/Nafta,4,Automática,2.0,Sedán,La Plata - Bs.As. G.B.A. Sur
9500000,Volkswagen,Fox,1.6 Highline,2011,140895,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal
16250000,Chevrolet,Spin,1.8 Ltz 5as 105cv,2017,95193,Gris,Nafta,5,Manual,1.8,Monovolumen,Capital Federal - Capital Federal
13150000,Chevrolet,Sonic,1.6 Ltz At Mx,2016,151018,Gris,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal
9920000,Peugeot,308,1.6 Active,2017,82465,Plateado,Nafta,5,Manual,1.6,Hatchback,Vicente López - Bs.As. G.B.A. Norte
152520000,Ford,F-150 Raptor,3.5l Bi-turbo,2023,24000,Negro,Nafta,4,Automática,3.5,Pick-Up,Tigre - Bs.As. G.B.A. Norte
14350000,Chevrolet,Prisma,1.4 Ltz 98cv,2016,60770,Gris,Nafta,4,Manual,1.4,Sedán,Capital Federal - Capital Federal
13268000,Peugeot,408,2.0 Feline 143cv,2013,120000,Blanco,Nafta,4,Manual,2.0,Sedán,Vicente López - Bs.As. G.B.A. Norte
18000000,Chevrolet,Onix,1.4 Ltz At 98cv,2018,44159,Rojo,Nafta,5,Automática,1.4,Hatchback,Capital Federal - Capital Federal
10750000,Fiat,Uno,1.4 Sporting,2013,97540,Rojo,Nafta,5,Manual,1.4,Hatchback,Capital Federal - Capital Federal
13888000,Volkswagen,Gol Trend,1.6 Serie 101cv 5p,2016,50000,Plateado,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte
22500000,Chery,Tiggo,2.0 F2 Confort 4x2 138cv,2021,35795,Blanco,Nafta,5,Manual,2.0,SUV,Capital Federal - Capital Federal
10200000,Citroën,C4 Lounge,2.0 Origine,2013,189441,Plateado,Nafta,4,Manual,2.0,Sedán,Capital Federal - Capital Federal
18980900,Peugeot,308,1.6 Allure Hdi 115cv,2018,68000,Plateado,Diésel,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal
21691000,Renault,Sandero Stepway,1.6 16v Intense Cvt,2021,51000,Blanco,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal
99187600,Jaguar,XF,5.0 R S/c,2014,35000,Gris,Nafta,4,Automática,5.0,Sedán,Capital Federal - Capital Federal
13268000,Citroën,C3,1.6 Vti 115 Live,2017,110000,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal
7440000,Fiat,Cronos,1.3 Gse Drive Pack Plus,2025,500,Blanco,Nafta,4,Manual,1.3,Sedán,Tres De Febrero - Bs.As. G.B.A. Oeste
13950000,Fiat,Toro,1.3 T270 Volcano 4X2 At,2025,500,Negro,Nafta,4,Automática,1.3,Pick-Up,Capital Federal - Capital Federal
10540000,Fiat,Toro,1.3 T270 Freedom 4X2,2025,500,Rojo,Nafta,4,Automática,1.3,Pick-Up,San Isidro - Bs.As. G.B.A. Norte
9920000,Fiat,Fiorino,1.4 Endurance,2024,500,Blanco,Nafta,3,Manual,1.4,Furgón,Capital Federal - Capital Federal
9920000,Fiat,Cronos,1.3 Gse Drive Pack Plus,2025,500,Gris,Nafta,4,Manual,1.3,Sedán,Lanús - Bs.As. G.B.A. Sur
13020000,Fiat,Toro,1.3 T270 Freedom 4X2,2025,500,Blanco,Nafta,4,Automática,1.3,Pick-Up,San Isidro - Bs.As. G.B.A. Norte
5580000,Fiat,Cronos,1.3 Gse Drive Pack Plus,2025,500,Rojo,Nafta,4,Manual,1.3,Sedán,Avellaneda - Bs.As. G.B.A. Sur
9920000,Fiat,Fiorino,1.4 Fire Evo 87cv,2024,500,Blanco,Nafta,3,Manual,1.4,Furgón,La Matanza - Bs.As. G.B.A. Oeste
16120000,Fiat,FASTBACK,1.3 T270 At6,2025,500,Blanco,Nafta,5,Automática,1.3,SUV,Capital Federal - Capital Federal
22990000,Peugeot,2008,1.6 Feline Tip am20,2022,76000,Gris,Nafta,5,Automática,1.6,SUV,Los Cardales - Bs.As. G.B.A. Norte
11000000,Fiat,Cronos,1.3 Gse Drive Pack Plus Cvt,2025,1000,Gris,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal
8680000,Fiat,Strada,1.3 Freedom Cd,2025,500,Gris,Nafta,4,Manual,1.3,Pick-Up,Capital Federal - Capital Federal
5952000,Fiat,Mobi,1.0 Trekking,2025,1000,Negro,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal
5952000,Fiat,Mobi,1.0 Trekking,2025,1000,Negro,Nafta,5,Manual,1.0,Hatchback,Beccar - Bs.As. G.B.A. Norte
25989900,Renault,Kardian,1.0 Tce Evolution 200 Edc,2025,2500,Gris,Nafta,5,Automática,1.0,SUV,Almirante Brown - Bs.As. G.B.A. Sur
28969900,Renault,Kardian,1.0 Tce Premiere Edition 200 Edc,2025,2500,Gris,Nafta,5,Automática,1.0,SUV,Almirante Brown - Bs.As. G.B.A. Sur
13888000,Volkswagen,Up!,1.0 Take,2017,74000,Blanco,Nafta,5,Manual,1.0,Hatchback,Vicente López - Bs.As. G.B.A. Norte
21800000,Volkswagen,Vento,1.4 Comfortline 150cv,2017,90000,Gris,Nafta,4,Manual,1.4,Sedán,Lomas De Zamora - Bs.As. G.B.A. Sur
28900000,Jeep,Compass,2.4 Sport,2020,46000,Negro,Nafta,5,Manual,2.4,SUV,Tigre - Bs.As. G.B.A. Norte
13799000,Ford,Ka,1.5 S,2018,68000,Rojo,Nafta,5,Manual,1.5,Hatchback,Pilar - Bs.As. G.B.A. Norte
5580000,Fiat,Cronos,1.3 Gse Precision Cvt,2025,1000,Blanco,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal
10540000,Fiat,Cronos,1.3 Gse Drive Pack Plus,2025,500,Gris,Nafta,4,Manual,1.3,Sedán,Capital Federal - Capital Federal
155000000,Jeep,Grand Cherokee,6.4 Srt Atx 465hp At,2017,16000,Blanco,Nafta,5,Automática,6.4,SUV,Capital Federal - Capital Federal
9300000,Renault,Symbol,1.6 Authentique Pack I 105cv,2013,120000,Negro,Nafta,4,Manual,1.6,Sedán,San Isidro - Bs.As. G.B.A. Norte
26890900,Volkswagen,Amarok,2.0 Cd Tdi 180cv 4x2 Highline C33,2015,104000,Negro,Diésel,4,Manual,2.0,Pick-Up,Capital Federal - Capital Federal
6944000,Fiat,Cronos,1.3 Gse Drive,2025,500,Blanco,Nafta,4,Manual,1.3,Sedán,Capital Federal - Capital Federal
8060000,Fiat,Cronos,1.3 Gse Like,2025,500,Gris,Nafta,4,Manual,1.3,Sedán,Capital Federal - Capital Federal
14498900,Volkswagen,Suran,1.6 Highline Msi 110cv,2015,89000,Blanco,Nafta,5,Manual,1.6,Monovolumen,Capital Federal - Capital Federal
26989900,Volkswagen,Amarok,2.0 Cd Tdi 140cv 4x2 Startline,2017,116000,Blanco,Diésel,4,Manual,2.0,Pick-Up,Capital Federal - Capital Federal
49600000,Volkswagen,Amarok,2.0 Cd Tdi 180cv 4x4 Highline At,2023,31000,Plateado,Diésel,4,Automática,2.0,Pick-Up,Capital Federal - Capital Federal
18972000,Peugeot,308,1.6 Feline Thp 163cv Tiptronic,2017,106000,Rojo,Nafta,5,Automática,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte
24900000,Peugeot,208,1.6 Feline Tiptronic,2023,23500,Azul,Nafta,5,Automática,1.6,Hatchback,San Fernando - Bs.As. G.B.A. Norte
28500000,Fiat,Pulse,1.0 Impetus T3 Cvt,2022,18979,Blanco,Nafta,5,Automática,1.0,SUV,Capital Federal - Capital Federal
30000000,Toyota,Corolla,1.8 Hev Seg Ecvt,2021,78500,Blanco,Híbrido/Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal
19000023,Chevrolet,Cruze,1.8 Lt Mt,2017,69000,Plateado,Nafta,5,Manual,1.8,Hatchback,Capital Federal - Capital Federal
36000000,Toyota,Corolla,2.0 Xei Cvt 170cv,2024,13000,Rojo,Nafta,4,Automática,2.0,Sedán,Capital Federal - Capital Federal
23900000,Volkswagen,Vento,1.4 Comfortline 150cv At,2019,106500,Gris,Nafta,4,Automática,1.4,Sedán,Pilar - Bs.As. G.B.A. Norte
16740000,Volkswagen,Saveiro,1.6 Gp Ce 101cv Safety + Pack High,2015,149500,Rojo,Nafta,2,Manual,1.6,Pick-Up,San Isidro - Bs.As. G.B.A. Norte
26450000,Chevrolet,Cruze 5,1.4 Lt At 5p,2022,20000,Plateado,Nafta,5,Automática,1.4,Hatchback,Morón - Bs.As. G.B.A. Oeste
16120000,Ford,Focus 2,2.0 Trend Plus,2014,130000,Plateado,Nafta,5,Manual,2.0,Hatchback,Vicente López - Bs.As. G.B.A. Norte
21080000,Fiat,Cronos,1.3 Drive Cvt,2023,37000,Gris,Nafta/GNC,4,Automática,1.3,Sedán,Vicente López - Bs.As. G.B.A. Norte
33900000,Fiat,Toro,2.0 Freedom 4x4 At,2022,63100,Negro,Diésel,4,Automática,2.0,Pick-Up,Pilar - Bs.As. G.B.A. Norte
13999000,Chevrolet,Spin,1.8 Ltz 5as 105cv,2013,262735,Gris,Nafta,5,Manual,1.8,Monovolumen,Tigre - Bs.As. G.B.A. Norte
13998000,Chevrolet,Spin,1.8 Ltz 5as 105cv,2013,262735,Gris,Nafta,5,Manual,1.8,Monovolumen,Tigre - Bs.As. G.B.A. Norte
6999500,Chevrolet,Spin,1.8 Ltz 5as 105cv,2013,262735,Gris,Nafta,5,Manual,1.8,Monovolumen,Tigre - Bs.As. G.B.A. Norte
24900000,Peugeot,208,1.6 Feline Tiptronic,2023,42088,Blanco,Nafta,5,Automática,1.6,Hatchback,Pilar - Bs.As. G.B.A. Norte
17360000,Fiat,Toro,1.3 T270 Freedom 4X2,2025,500,Blanco,Nafta,4,Automática,1.3,Pick-Up,Hurlingham - Bs.As. G.B.A. Oeste
20460000,Fiat,Toro,1.3 T270 Volcano 4X2 At,2025,500,Negro,Nafta,4,Automática,1.3,Pick-Up,Lomas De Zamora - Bs.As. G.B.A. Sur
19592000,Fiat,Toro,2.0 350 Multijet Ultra 4x4 At,2025,500,Rojo,Diésel,4,Automática,2.0,Pick-Up,Ayacucho - Buenos Aires Interior
22940000,Fiat,Toro,1.3 T270 Volcano 4X2 At,2025,500,Gris,Nafta,4,Automática,1.3,Pick-Up,Vicente López - Bs.As. G.B.A. Norte
21080000,Fiat,Toro,1.3 T270 Freedom 4X2,2025,500,Gris,Nafta,4,Automática,1.3,Pick-Up,Lomas De Zamora - Bs.As. G.B.A. Sur
23560000,Fiat,Toro,2.0 350 Multijet Volcano 4x4 At,2025,500,Negro,Diésel,4,Automática,2.0,Pick-Up,Hurlingham - Bs.As. G.B.A. Oeste
16900000,Citroën,C4 Cactus,1.2 Puretech 110 At6 S&s Shine,2018,90000,Negro,Nafta,5,Automática,1.2,SUV,Avellaneda - Bs.As. G.B.A. Sur
7900000,Chevrolet,Astra,2.0 Gl,2009,105000,Plateado,Nafta/GNC,4,Manual,2.0,Sedán,Avellaneda - Bs.As. G.B.A. Sur
28520000,Fiat,Toro,2.0 Volcano 4x4 At,2018,84500,Marrón,Diésel,4,Automática,2.0,Pick-Up,San Isidro - Bs.As. G.B.A. Norte
11000000,Jeep,Grand Cherokee,3.1 Limited Automática,2003,240000,Azul,Diésel,5,Automática,3.1,SUV,Avellaneda - Bs.As. G.B.A. Sur
8000000,Fiat,Mobi,1.0 Trekking,2025,500,Negro,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal
27200000,Fiat,Strada,1.3 Freedom Cd,2025,500,Plateado,Nafta,4,Manual,1.3,Pick-Up,Capital Federal - Capital Federal
8680000,Fiat,Cronos,1.3 Gse Drive Pack Plus Cvt,2025,500,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal
35340000,Volkswagen,Passat,2.0 Tsi Highline 220cv,2017,123500,Gris,Nafta,4,Automática,2.0,Sedán,Vicente López - Bs.As. G.B.A. Norte
278876000,Mercedes-Benz,Clase GLE,AMG GLE 53 COUPE (MHEV),2023,10000,Negro,Híbrido/Nafta,5,Automática,3.0 V6,Coupé,Capital Federal - Capital Federal
13989900,Peugeot,Partner,1.6 Hdi Furgon Confort,2017,114000,Blanco,Diésel,3,Manual,1.6,Furgón,Capital Federal - Capital Federal
8989900,Chevrolet,Celta,1.4 Ls Aa+dir,2014,78000,Azul,Nafta,3,Manual,1.4,Hatchback,Capital Federal - Capital Federal
17989900,Toyota,Corolla,1.8 Xei Cvt 140cv,2015,98000,Gris,Nafta/GNC,4,Automática,1.8,Sedán,Capital Federal - Capital Federal
12989900,Smart,Fortwo,1.0 City 71cv,2011,74000,Celeste,Nafta,3,Automática,1.0,Hatchback,Capital Federal - Capital Federal
29900000,Peugeot,208,1.0T Gt,2024,3000,Blanco,Nafta,5,Automática,1.0,Hatchback,Vicente López - Bs.As. G.B.A. Norte
9500000,Chevrolet,Zafira,2.0 Gl,2009,165000,Gris,Nafta,5,Manual,2.0,Monovolumen,Capital Federal - Capital Federal
4340000,Fiat,Mobi,1.0 Trekking,2024,500,Rojo,Nafta,5,Manual,1.0,Hatchback,Pilar - Buenos Aires Interior
8870000,Citroën,C3 Aircross,1.6 16V Sx,2012,129000,Negro,Nafta,5,Manual,1.6,Hatchback,Pilar - Bs.As. G.B.A. Norte
19716000,Renault,Kangoo,Ii Express Confort 1.6 Sce,2020,95000,Blanco,Nafta,3,Manual,1.6,Furgón,Vicente López - Bs.As. G.B.A. Norte
16989900,Chevrolet,Tracker,1.8 Ltz+ Awd At 140cv,2015,95000,Negro,Nafta,5,Automática,1.8,SUV,Capital Federal - Capital Federal
13989900,Volkswagen,Up!,1.0 Black Up! 75cv,2016,95000,Negro,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal
85560000,Subaru,Impreza,2.5 Sedan Sti-300 Mt,2008,100000,Gris,Nafta,4,Manual,2.5,Sedán,Pilar - Bs.As. G.B.A. Norte
17900000,Fiat,Cronos,1.3 Gse Drive,2021,59300,Negro,Nafta,4,Manual,1.3,Sedán,Capital Federal - Capital Federal
16989900,Toyota,Etios,1.5 Sedan X,2019,75000,Blanco,Nafta,4,Manual,1.5,Sedán,Capital Federal - Capital Federal
24900000,Peugeot,208,1.6l Feline Tiptronic,2023,22000,Azul,Nafta,5,Automática,1.6,Hatchback,San Fernando - Bs.As. G.B.A. Norte
20989900,Toyota,Yaris,1.5 107cv,2017,87000,Negro,Nafta,5,Automática,1.5,Hatchback,Capital Federal - Capital Federal
16900000,Chevrolet,Onix,1.2 Ls,2020,69000,Gris,Nafta,5,Manual,1.2,Hatchback,General San Martín - Bs.As. G.B.A. Norte
99076000,Mercedes-Benz,Clase GLA,2.0 Gla250 4Matic 224Cv,2024,2000,Negro,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal
